0;800015615;0;1;MARPICO S.A.;G4690;1987-09-09;ACTIVA;CALLE 100 #8A 49 TORRE B OF 702 ;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CALLE 100 #8A 49 TORRE B OF 702 ;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;6235566;3153405169;gerencia@marpico.com.co ;2630358;0;0;Si;03. LIMPIO
1;900466209;0;1;PORSCHE COLOMBIA S.A.S.;G4511;2011-09-19;ACTIVA;CR 7 156 78 P 4 Y 5;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CR 7 156 78 P 4 Y 5;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;4112182;3002884710;daniel.wukowitsch@porsche-colombia.co;2142055;0;0;Si;03. LIMPIO
2;890904459;0;1;ACEROS MAPA S.A;G4663;1966-11-04;ACTIVA;Cl 4 # 1 H 1 203 CE OIKOS BG 6 ET 1 MD A;ATLANTICO;MALAMBO-ATLANTICO;Cl 4 # 1 H 1 203 CE OIKOS BG 6 ET 1 MD 6;ATLANTICO;MALAMBO-ATLANTICO;COL;3741313;3127566943;yocampo@acerosmapa.com.co;351382;0;0;Si;03. LIMPIO
3;830040872;0;1;ACTIVIDADES DE INSTALACION Y SERVICIOS COBRA S.A.;F4321;1998-01-13;ACTIVA;CL 93 11A 28 OF 203;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 93 11A 28 OF 203;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;5303738;3176392507;JULLOA@COBRA.COM.CO;841122;0;0;Si;03. LIMPIO
4;892000709;0;1;SEMILLANO SAS;A0112;1974-12-05;ACTIVA;CRA 9A 113 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CRA 9A 113 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;0;3106891137;GERENCIAGENERAL@SEMILLANO.COM;214619;0;0;Si;03. LIMPIO
5;817000808;0;1;TECNOSUR S.A.S.;C1709;1996-12-17;ACTIVA;KM 24 VIA CALI STDER Q. EN LA Y DE VILLA RICA LOTE 2 ZF PARQUE SUR;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;KM 24 VIA CALI STDER Q. EN LA Y DE VILLA RICA LOTE 2 ZF PARQUE SUR;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;COL;8825555;3117658201;jllanos@tecnoquimicas.com;45941;0;0;Si;03. LIMPIO
6;890304375;0;1;INDUGRÁFICAS S.A.S.;C1812;1968-11-12;ACTIVA;CRA 7A No. 22A 21;VALLE;CALI-VALLE;CRA 7A No. 22A 21;VALLE;CALI-VALLE;COL;8833323;3117658201;jllanos@tecnoquimicas.com;2892-16;0;0;Si;03. LIMPIO
7;817003055;0;1;TECNOFAR TQ S.A.S.;C2100;1999-06-17;ACTIVA;KM 24 VIA CALI SANTANDER DE QUILICHAO EN LA 'Y' DE VILLA RICA LOTE 8B ZF PARQUE SUR;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;KM 24 VIA CALI SANTANDER DE QUILICHAO EN LA 'Y' DE VILLA RICA LOTE 8B ZF PARQUE SUR;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;COL;8486737;3116279531;JCCORREAG@TECNOQUIMICAS.COM;55951;0;0;Si;03. LIMPIO
8;890302608;0;1;COLOMBIANA DE ADEHESIVOS  COLDESIVOS S.A.S.;C2221;1965-04-26;ACTIVA;CALLE 39 1-112;VALLE;CALI-VALLE;CALLE 39  1-112;VALLE;CALI-VALLE;COL;4454123;3006101072;jraristizabal@tecnoquimicas.com;4076-16;0;0;Si;03. LIMPIO
9;805003416;0;1;ADHESIVOS INTERNACIONALES ADHINTER S.A.S.;C2100;1996-12-09;ACTIVA;Calle 39 1-112;VALLE;CALI-VALLE;Calle 39  1-112;VALLE;CALI-VALLE;COL;4454123;3006101072;jraristizabal@tecoquimicas.com;425232-16;0;0;Si;03. LIMPIO
10;830127761;0;1;UNIQUE COLECTION S.A.S.;A0125;2003-08-25;ACTIVA;KM 4 VIA SUBA COTA;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;KM 4 VIA SUBA COTA;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;7452330;3144118662;jrincon@sunshinebouquet.com;1308986;0;0;Si;03. LIMPIO
11;890401427;0;1;COMPAÑÍA HOTELERA DE CARTAGENA DE INDIAS S.A.;I5511;1971-12-24;ACTIVA;BARRIO EL LAGUITO, CRA 1A, No.5-14, INTERIOR HOTEL HILTON;BOLIVAR;BARRANCO-DE-LOBA-BOLIVAR;BARRIO EL LAGUITO, CRA 1A, No.5-14, INTERIOR HOTEL HILTON;BOLIVAR;CARTAGENA-BOLIVAR;COL;6654219;3126913500;gerencia@chcdisa.com.co;09-1027-04;0;0;Si;03. LIMPIO
12;890401427;0;1;COMPAÑÍA HOTELERA DE CARTAGENA DE INDIAS S.A.;I5511;1971-12-24;ACTIVA;BARRIO EL LAGUITO, CRA 1A, No.5-14, INTERIOR HOTEL HILTON;BOLIVAR;CARTAGENA-BOLIVAR;BARRIO EL LAGUITO, CRA 1A, No.5-14, INTERIOR HOTEL HILTON;BOLIVAR;CARTAGENA-BOLIVAR;COL;6654219;3126913500;gerencia@chcdisa.com.co;09-1027-04;0;0;Si;03. LIMPIO
13;800081105;0;1;AGROPECUARIA LOS SAMANES SA ;A0141;1989-11-10;ACTIVA;CL 64 N # 5B 146 LOC 10 ;VALLE;CALI-VALLE;CL 64 N # 5B 146 LOC 10 ;VALLE;CALI-VALLE;COL;4852945;3166397349;contador_as@nutriavicola.com ;786183-4 ;0;0;Si;03. LIMPIO
14;830031687;0;1;POLUX SUMINISTROS SAS;G4651;1997-04-22;ACUERDO DE REESTRUCTURACIÓN;AUT MEDELLIN KM 1.5 VIA COTA PAR EMP SAN BERNARDO BG 3;CUNDINAMARCA;COTA-CUNDINAMARCA;AUT MEDELLIN KM 1.5 VIA COTA PAR EMP SAN BERNARDO BG 3;CUNDINAMARCA;COTA-CUNDINAMARCA;COL;8766888;3115881358;lzambrano@polux.com.co;784576;0;0;Si;03. LIMPIO
15;811045607;0;1;INVERSIONES EURO SA;C1011;2004-06-07;ACTIVA;CR 47 No 83A-40 BL 25 LC 13;ANTIOQUIA;ITAGUI-ANTIOQUIA;CR 47 No 83A-40 BL 25 LC 13;ANTIOQUIA;ITAGUI-ANTIOQUIA;COL;3623366;3108307799;gestiondocumental@eurosupermercados.com;95910;0;0;Si;03. LIMPIO
16;890201111;0;1;CONSERVAS COLOMBINA S.A. LA CONSTANCIA ;N8211;1966-08-25;ACTIVA;LA ELIANA - PARAJE DE TAPIAS ;VALLE;TULUA-VALLE;LA ELIANA - PARAJE DE TAPIAS ;VALLE;TULUA-VALLE;COL;2339747;3104138187;avcardenas@colombina.com ;91424;0;0;Si;03. LIMPIO
17;900327961;0;1;EXTRACTORA SICARARE SAS;C1030;2009-12-07;ACTIVA;CL 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;7443531;3102296550;paula.ovalle@cosargo.com.co;1950273;0;0;Si;03. LIMPIO
18;890300329;0;1;BRITILANA BENREY  S.A.;L6810;1964-01-29;ACUERDO DE REESTRUCTURACIÓN;Carrera 1 # 39-55;VALLE;CALI-VALLE;Carrera 1 39-55;VALLE;CALI-VALLE;COL;4422644;3104580835;jzarmatib@gmail.com;1643-4;0;0;Si;03. LIMPIO
19;800011002;0;1;TECNAS SA;C1089;1987-05-29;ACTIVA;CRA 50 G 12 SUR 29;ANTIOQUIA;ITAGUI-ANTIOQUIA;CRA 50 G 12 SUR 29;ANTIOQUIA;ITAGUI-ANTIOQUIA;COL;2854290;3116056415;auxconta@tecnas.com.co;122456;0;0;Si;03. LIMPIO
20;817000790;0;1;FORSA S.A;C2511;1996-12-03;ACTIVA;ZONA FRANCA PERMANENTE DEL CAUCA- ETAPA 1;CAUCA;GUACHENE-CAUCA;ZONA FRANCA PERMANENTE DEL CAUCA- ETAPA 1;CAUCA;GUACHENE-CAUCA;COL;3690240;3128709235;paolamorales@forsa.net.co;45695;0;0;Si;03. LIMPIO
21;900169906;0;1;PALMAS SICARAREE SAS;A0126;2007-07-19;ACTIVA;CL 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;7443534;3204990943;paula.ovalle@cosargo.com.co;1728273;0;0;Si;03. LIMPIO
22;900476207;0;1;UNION EUROPEA SAS;G4771;2011-03-15;ACTIVA;CALLE 86  18  29;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CALLE 86  18  29;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;2180050;3107615828;me.ivon@hotmail.com;2157593;0;0;Si;03. LIMPIO
23;800151545;0;1;IMPORTADORA ELECTRONICA S,.A IMPORTRONIC S.A.;G4652;1992-01-21;ACTIVA;CRA 14 104 89;RISARALDA;PEREIRA-RISARALDA;CRA 14 104 89;RISARALDA;PEREIRA-RISARALDA;COL;3200000;3104558395;IMPORTRONIC@IMPORTRONIC.COM;27-66415-03;0;0;Si;0
24;860507991;0;1;SANTIAGO OIL COMPANY;B0722;1982-07-08;ACTIVA;CALLE 99 No. 10-57 Piso 2;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CALLE 99 No. 10-57 Piso 2;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;6284000;5716284400;william.lopez@equion-energia.com;177562;Clifton House, 75 Fort Street, P.O Box 1350, Grand Cayman, KY1-1108, Cayman Islands;137 - CAIMAN - ISLAS;Si;03. LIMPIO
25;860002426;0;1;EQUION ENERGIA LIMITED;B0610;1959-10-30;ACTIVA;CALLE 99 No. 10-57 PISO 2;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CALLE 99 No. 10-57 PISO 2;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;6284000;5716284000;notificacionesjudiciales@equion-energia.com;20384;20-22 Bedford Row, London WC1R 4JS ;628 - REINO UNIDO;Si;03. LIMPIO
26;900043705;0;1;GEOCYCLE LTDA;E3822;2005-07-27;ACTIVA;CALLE 113 7 45 P12 TO B OF 201;BOGOTA D.C.;USAQUEN-BOGOTA D.C.;CALLE 113 7 45 P12 TO B OF 201;BOGOTA D.C.;USAQUEN-BOGOTA D.C.;COL;6575300;3138886803;info.colombia@lafargeholcim.com;1524767;0;0;Si;03. LIMPIO
27;830023542;0;1;CAMARGO CORREA INFRA  PROJETOS  S.A SUCURSAL COLOMBIA  ;F4290;1996-10-30;ACTIVA;CR 43A 6 SUR 15 OF 253 ;ANTIOQUIA;MEDELLIN-ANTIOQUIA;CR 43A 6 SUR 15 OF 253 ;ANTIOQUIA;MEDELLIN-ANTIOQUIA;COL;4489935;3216394929;karina.cifuentes@ccinfra.com ;21-241110-8  ;AV REBOUCAS, 3970, 24° ANDAR, PINHEIROS ;105 - BRASIL;Si;03. LIMPIO
28;830050369;0;1;COMERCIAL FOX SAS;G4664;2010-01-25;ACTIVA;CALLE 59 N 35 A 88;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;VIA MOSQUERA SOACHA 300 MT DESPUES DE PÉAJE;CUNDINAMARCA;BOJACA-CUNDINAMARCA;COL;3157382;3132852865;contable@comercialfox.com;63863;0;0;Si;03. LIMPIO
29;900268802;0;1;VITIS OLEI SAS;A0126;2008-02-13;ACTIVA;CL 126A No 7C / 87 PISO 6;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 126A No 7C / 87 PISO 6;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;2144415;3108614041;contabilidad@vitisolei.com ;1873239;0;0;Si;03. LIMPIO
30;890931708;0;1;EXTRUSIONES S.A;C2219;1982-12-10;ACTIVA;CL 25 41-166;ANTIOQUIA;ITAGUI-ANTIOQUIA;CL 25 41-166;ANTIOQUIA;ITAGUI-ANTIOQUIA;COL;3222307;3104557569;lmira@extrusiones.com.co;40133;0;0;Si;03. LIMPIO
