2551;900490623;0;0;NIXUS CAPITAL HUMANO S.A.S;Q8699;2012-01-17;ACTIVA;Carrera 15 # 104-33 oficina 204;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;Carrera 15 # 104-33 oficina 204;BOGOTA D.C.;USAQUEN-BOGOTA D.C.;COL;6538400;3204504714.0;cias.colpatriagt@axacolpatria.co;2171297;0;0;Si;03. LIMPIO
2552;900220408;0;0;INVERSIONES TQ S.A.S.;K6613;2008-05-14;ACTIVA;CALLE 23 7-34;VALLE;CALI-VALLE;CALLE 23 7-34;VALLE;CALI-VALLE;COL;8825555;3158401944.0;cmbenavides@tecnoquimicas.com;739703-16;0;0;Si;03. LIMPIO
2553;800244105;0;0;COSARGO SAS;C1051;1994-09-30;ACTIVA;CL 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;7443531;3102296550.0;paula.ovalle@cosargo.com.co;618286;0;0;Si;03. LIMPIO
2554;890911431;0;0;CONINSA RAMON H S.A;F4290;1972-06-28;ACTIVA;CL 55 45 55;ANTIOQUIA;MEDELLIN-ANTIOQUIA;CL 55 45 55;ANTIOQUIA;MEDELLIN-ANTIOQUIA;COL;5116199;3002456961.0;apruiz@coninsa.co;21-09343.04;0;0;Si;03. LIMPIO
2555;890922586;0;0;TEXCOMERCIAL - TEXCO  S.A.S.;G4690;1979-03-27;ACTIVA;Cr 42  86 25;ANTIOQUIA;ITAGUI-ANTIOQUIA;Cr 42 86 25;ANTIOQUIA;ITAGUI-ANTIOQUIA;COL;3658890;3148145201.0;luis.amaya@ciaempaques.com.co;69197;0;0;Si;03. LIMPIO
2556;890401608;0;0;INDUSTRIAS ASTIVIK S.A.;C3011;1972-12-19;ACTIVA;ALBORNOZ, VIA A MAMONAL, KM 3;BOLIVAR;CARTAGENA-BOLIVAR;ALBORNOZ, VIA A MAMONAL, KM 3;BOLIVAR;CARTAGENA-BOLIVAR;COL;6685018;3147844958.0;PRESIDENCIA@ASTIVIK.COM;09-3469-04;0;0;Si;03. LIMPIO
2557;900308801;0;0;UNISAN S.A.S;L6810;2009-08-27;ACTIVA;CALLE42 29 65 PISO 5;SANTANDER;BUCARAMANGA-SANTANDER;CALLE 42 29 65 PISO 5;SANTANDER;BUCARAMANGA-SANTANDER;COL;6973754;3168338873.0;NESTORRPEREZ@GMAIL.COM;05-273301-16;0;0;Si;03. LIMPIO
2558;900111607;0;0;KALTEX LATINO AMERICA S .A.S.;K6494;2006-09-04;ACTIVA;CRA 43A  6 SUR 15  OF. 454;ANTIOQUIA;MEDELLIN-ANTIOQUIA;CRA 43A  6 SUR 15  OF. 454;ANTIOQUIA;MEDELLIN-ANTIOQUIA;COL;4446209;3155050875.0;slondono@kaltex.com.co;21-370275-12;0;0;Si;03. LIMPIO
2559;891401705;0;0;INGENIO RISARALDA S.A.;C1071;1973-05-17;ACTIVA;CRA. 7 No. 19-48 PISO 8;RISARALDA;PEREIRA-RISARALDA;CRA. 7 No. 19-48 PISO 8;RISARALDA;PEREIRA-RISARALDA;COL;3679995;3117644934.0;javelasco@ingeniorisaralda.com;307904;0;0;Si;03. LIMPIO
2560;900867653;0;0;SAN FRANCISCO INVESTMENTS SAS ;L6810;2015-07-09;ACTIVA;CL 75 NO. 5 59 ;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 75 NO. 5 59 ;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;7560809;3176573635.0;infosfi@sfinv.co;2592406;0;0;Si;03. LIMPIO
