21687;900400135;1;0;AUSTRAL LENS COLOMBIA SAS;G4774;2010-12-09;ACTIVA;CARRERA 57 17 73;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CARRERA 57 17 73;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;4660674;3182899735;gte.financiero@australlens.com;2049297;0;0;Si;03. LIMPIO
21688;900449939;1;0;JMS CONSTRUCTORES SAS;F4390;2011-06-22;ACTIVA;CALLE 15 # 40-01 OFICINA 902 CC PRIMAVERA URBANA;META;VILLAVICENCIO-META;CALLE 15 # 40-01 OFICINA 902 CC PRIMAVERA URBANA;META;VILLAVICENCIO-META;COL;6833789;3166990891;info@jmsconstructores.com;218237;0;0;Si;03. LIMPIO
21689;900575406;1;0;CASIES SAS;M7490;2011-11-30;ACTIVA;CR 43 A 1 SUR 29 INT 301 ;ANTIOQUIA;MEDELLIN-ANTIOQUIA;CR 43 A 1 SUR 29 INT 301 ;ANTIOQUIA;MEDELLIN-ANTIOQUIA;COL;3110816;3148302346;casies@une.net.co;2147935512;0;0;Si;03. LIMPIO
21690;800051984;1;0;CG CONSTRUCTORA SAS;F4111;1988-12-28;ACTIVA;CALLE  23 21-41 OF 1005 ;CALDAS;MANIZALES-CALDAS;CALLE  23 21-41 OF 1005 ;CALDAS;MANIZALES-CALDAS;COL;8841133;3103916597;cgconstructora@gmail.com ;46219;0;0;Si;03. LIMPIO
21691;830006910;1;0;GENERACION COLOMBIA SAS;I5629;1995-07-21;ACTIVA;CL 114 4 74 ;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 114 4 74;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;6498973;3117195258;gerencia@generacioncolombia.com;2265689;0;0;Si;03. LIMPIO
21692;891903403;1;0;MAZCO BOGOTA SAS;G4511;1983-03-30;ACTIVA;AK 70 N 95 15;BOGOTA D.C.;SUBA-BOGOTA D.C.;AK 70 N 95 15;BOGOTA D.C.;SUBA-BOGOTA D.C.;COL;6529666;3124796727;contabilidad@mazco.com.co;224528;0;0;Si;03. LIMPIO
21693;813001526;1;0;GLOBAL DE COLOMBIA SAS;K6499;1996-12-27;ACTIVA;AV 26 No 35-96;HUILA;NEIVA-HUILA;CLL 140 No 6-15 AP 2 201;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;0;3133935555;contabilidad@globaldecolombia.com.co;1829939;0;0;Si;03. LIMPIO
21694;890905893;1;0;SULFOQUIMICA S.A.;C2029;1976-08-06;ACTIVA;CLL 55 46 85;ANTIOQUIA;ITAGUI-ANTIOQUIA;3701170;ANTIOQUIA;ITAGUI-ANTIOQUIA;COL;3701170;3206326640;MGIRALDO@SULFOQUIMICA.COM;3014;0;0;Si;03. LIMPIO
21695;891100247;1;0;CAESCA SAS;L6810;1963-04-19;ACTIVA;CLL 140 No 6-15 ap 201;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CLL 140 No 6-15 AP 201;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;0;3133935555;info@caesca.com.co;2417480;0;0;Si;03. LIMPIO
21696;900673310;1;0;LOPEZ CUBILLOS CONSTRUCCIONES S.A.S. ;F4111;2013-10-30;ACTIVA;CALLE 38 N 32 - 41 ED PARQUE SANTANDER OFC 1005 ;META;VILLAVICENCIO-META;CALLE 38 N 32 - 41 ED PARQUE SANTANDER OFC 1005;META;VILLAVICENCIO-META;COL;6627838;3204949955;contabilidad@incotop.com ;257598;0;0;Si;03. LIMPIO
21697;900233101;1;0;CEMENTOS SAN MARCOS SAS;C2394;2008-07-01;ACTIVA;KM 24 VIA PANORAMA CALI BUGA CORREGIMIENTO SAN MARCOS ;VALLE;YUMBO-VALLE;KM 24 VIA PANORAMA CALI BUGA CORREGIMIENTO DE SAN MARCOS;VALLE;YUMBO-VALLE;COL;4850310;3176473923;fmolina@csmsa.co;745153-16;0;0;Si;03. LIMPIO
21698;901135250;1;0;INVERSIONES JFRB S A S;K6499;2017-09-30;ACTIVA;CALLE 94 A NO 11 A 27 PISO 6;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CALLE 94 A No 11 A 27 PISO 6;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;6224173;3115916778;yazdonme@hotmail.com;2895467;0;0;No;0
21699;800243310;1;0;URBANIZADORA TERUEL SAS;F4111;1994-09-20;ACTIVA; CR 9  2 10 Parcelacion Cinturon Verde  Km 9 Via ;ANTIOQUIA;MEDELLIN-ANTIOQUIA; CR 9  2 10 Parcelacion Cinturon Verde  Km 9 Via ;ANTIOQUIA;MEDELLIN-ANTIOQUIA;COL;5609600;3116307404; juridica@constructoradeobras.com;21-191639-12;0;0;Si;03. LIMPIO
21700;900120377;1;0;HERSAGO UNO SAS;K6499;2006-09-25;ACTIVA;CLl 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 70 9 36;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;7443531;3204990943;paula.ovalle@cosargo.com.co ;2063144;0;0;Si;03. LIMPIO
21701;900444217;1;0;ACR CONSTRUCTORA SAS;F4111;2011-06-20;ACTIVA;CALLE 125 # 19 -89 OF 502;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CALLE 125 # 19 -89 OF 502;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;6584872;3144869829;legal@acrconstructora.co;2110500;0;0;Si;03. LIMPIO
21702;860076008;1;0;PARQUE INDUSTRIAL MALAMBO S.A.;L6810;1980-04-23;ACTIVA;KM 3 VIA MALAMBO SABANAGRANDE;ATLANTICO;MALAMBO-ATLANTICO;KM 3 VIA MALAMBO SABANAGRANDE;ATLANTICO;MALAMBO-ATLANTICO;COL;3478500;3158991055;gerencia@parqueindustrialmalambo.com;39290;0;0;Si;03. LIMPIO
21703;900357074;1;0;INVERSIONES FAJARDO SANCHEZ SCA;L6810;2019-01-01;ACTIVA;INVERSIONES FAJARDO SANCHEZ SCA;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;INVERSIONES FAJARDO SANCHEZ SCA;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;6137425;3105841777;inversionesfajardosanchez@gmail.com;1989541;0;0;Si;03. LIMPIO
21704;804006377;1;0;PRAVIA S.A.S  ;A0126;1998-08-19;ACTIVA;CALLE 40 #28A 24 OFICINA 1  ED COOPMAGISTERIO V  ;SANTANDER;BUCARAMANGA-SANTANDER;CALLE 40 #28A 24 OFICINA 1  ED COOPMAGISTERIO V  ;SANTANDER;BUCARAMANGA-SANTANDER;COL;6326176;3174303042;praviasa@gmail.com ;05-069365-16 ;0;0;Si;03. LIMPIO
21705;900185065;1;0;ISMAEL FRANCO Y CIA S EN C ;L6820;2007-09-28;ACTIVA;CL 26 N 52A - 55 SUR ;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;CL 26 N 52a 55 sur ;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;COL;7281730;3104814926;avicolafranaves@yahoo.com;1743812.0;0;0;Si;0
